model_name,embedding_dim,num_node,pro_sim,knn_sim,sec_sim
Node2Vec,64,1000,0.449089482,0.425012342,0.922596974
Node2Vec,64,1000,0.454138574,0.423353939,0.924006355
Node2Vec,64,1000,0.455338278,0.428808004,0.925318441
Node2Vec,64,1000,0.453530267,0.420900991,0.925577527
Node2Vec,64,1000,0.448771101,0.425029951,0.919729801
Node2Vec,64,1000,0.44997099,0.416721311,0.920604184
Node2Vec,64,1000,0.450411744,0.430302385,0.924529224
Node2Vec,64,2000,0.439118575,0.370758364,0.942445654
Node2Vec,64,2000,0.436425712,0.365773893,0.94058722
Node2Vec,64,2000,0.437025051,0.371227702,0.940562038
Node2Vec,64,2000,0.434946893,0.371896493,0.941531579
Node2Vec,64,2000,0.437277825,0.365556032,0.940596775
Node2Vec,64,2000,0.436155838,0.367993271,0.941293682
Node2Vec,64,2000,0.43637941,0.369844343,0.942221679
Node2Vec,64,2000,0.436004437,0.361902943,0.938661807
Node2Vec,64,2000,0.436266342,0.364320601,0.939504602
Node2Vec,64,2000,0.434875535,0.370133081,0.942656857
Node2Vec,64,4000,0.423952672,0.298353746,0.951834567
Node2Vec,64,4000,0.422884025,0.295877646,0.950219718
Node2Vec,64,4000,0.42413828,0.298766825,0.950113587
Node2Vec,64,4000,0.423712098,0.298018185,0.95027906
Node2Vec,64,4000,0.424242434,0.295916245,0.950182244
Node2Vec,64,4000,0.421573745,0.294820679,0.949582935
Node2Vec,64,4000,0.423775681,0.294676707,0.949966121
Node2Vec,64,4000,0.422569523,0.29429724,0.948825753
Node2Vec,64,4000,0.422091391,0.29521753,0.948231204
Node2Vec,64,4000,0.421722821,0.298656899,0.949218191
Node2Vec,64,8000,0.408121824,0.233771758,0.951653873
Node2Vec,64,8000,0.406943557,0.235591542,0.951199946
Node2Vec,64,8000,0.409323363,0.235247126,0.952018934
Node2Vec,64,8000,0.40839404,0.235983045,0.95119645
Node2Vec,64,8000,0.409402753,0.232959753,0.951062285
Node2Vec,64,8000,0.408665201,0.234646154,0.951085664
Node2Vec,64,8000,0.408688389,0.234720165,0.95045282
Node2Vec,64,8000,0.410111164,0.233456924,0.951424155
Node2Vec,64,8000,0.40866552,0.23607153,0.950419908
Node2Vec,64,8000,0.409901459,0.23552263,0.950838786
Node2Vec,64,16000,0.407482252,0.182971377,0.954537031
Node2Vec,64,16000,0.409468605,0.18462354,0.955182175
Node2Vec,64,16000,0.410015032,0.184734548,0.955197032
Node2Vec,64,16000,0.40944667,0.185068584,0.954819986
Node2Vec,64,16000,0.408329323,0.18374744,0.95406565
Node2Vec,64,16000,0.408027205,0.183696011,0.954433253
Node2Vec,64,16000,0.407059138,0.184695959,0.953821463
Node2Vec,64,16000,0.410485324,0.183776781,0.955033367
Node2Vec,64,16000,0.410434861,0.186048736,0.954422779
Node2Vec,64,16000,0.410317156,0.18451347,0.954425848
Node2Vec,128,1000,0.346884378,0.383280497,0.886000579
Node2Vec,128,1000,0.344220968,0.385224493,0.891850438
Node2Vec,128,1000,0.346026448,0.382036653,0.888209256
Node2Vec,128,1000,0.347547859,0.381391985,0.889258003
Node2Vec,128,1000,0.339642959,0.382281491,0.884032666
Node2Vec,128,1000,0.34506071,0.384943142,0.88715486
Node2Vec,128,1000,0.342707446,0.386834841,0.883988829
Node2Vec,128,1000,0.342180117,0.391175129,0.889130235
Node2Vec,128,1000,0.345569809,0.386885867,0.887105708
Node2Vec,128,1000,0.344096539,0.38699767,0.886554338
Node2Vec,128,2000,0.296148092,0.335134194,0.907214934
Node2Vec,128,2000,0.297454328,0.341069607,0.911752462
Node2Vec,128,2000,0.298441969,0.33327691,0.910362019
Node2Vec,128,2000,0.296133061,0.337176855,0.90920663
Node2Vec,128,2000,0.295012814,0.332790689,0.90875131
Node2Vec,128,2000,0.297572941,0.334418691,0.9092648
Node2Vec,128,2000,0.296104,0.335659947,0.90732703
Node2Vec,128,2000,0.296482941,0.341349228,0.91211634
Node2Vec,128,2000,0.296055929,0.336441341,0.910963698
Node2Vec,128,2000,0.297001197,0.337287327,0.909239985
Node2Vec,128,4000,0.260992793,0.281388842,0.920487371
Node2Vec,128,4000,0.262828107,0.281153145,0.923575743
Node2Vec,128,4000,0.264582165,0.281607888,0.922987694
Node2Vec,128,4000,0.261416179,0.284041226,0.922417562
Node2Vec,128,4000,0.259278908,0.28008288,0.921049521
Node2Vec,128,4000,0.260962298,0.280381152,0.921751922
Node2Vec,128,4000,0.259078151,0.280564674,0.919699246
Node2Vec,128,4000,0.262258284,0.282972977,0.92357097
Node2Vec,128,4000,0.260020672,0.28220779,0.923071316
Node2Vec,128,4000,0.261192007,0.281069889,0.921792604
Node2Vec,128,8000,0.233732231,0.225334786,0.922310515
Node2Vec,128,8000,0.233933173,0.227941682,0.92412865
Node2Vec,128,8000,0.234797592,0.225769066,0.923971518
Node2Vec,128,8000,0.233449128,0.227667643,0.923553056
Node2Vec,128,8000,0.233545677,0.226912188,0.92333162
Node2Vec,128,8000,0.234254631,0.226167019,0.924046497
Node2Vec,128,8000,0.232540506,0.226707445,0.922581833
Node2Vec,128,8000,0.235023908,0.227127083,0.925432288
Node2Vec,128,8000,0.232846905,0.226590183,0.924436911
Node2Vec,128,8000,0.234215042,0.226962813,0.924045004
Node2Vec,128,16000,0.221171064,0.18444067,0.927405821
Node2Vec,128,16000,0.22130747,0.185119416,0.928220548
Node2Vec,128,16000,0.221678884,0.183651608,0.92759445
Node2Vec,128,16000,0.221120823,0.187525745,0.927729318
Node2Vec,128,16000,0.221583937,0.183895863,0.928102181
Node2Vec,128,16000,0.222777651,0.184673893,0.92833796
Node2Vec,128,16000,0.221023298,0.185646795,0.927525787
Node2Vec,128,16000,0.222497194,0.184154895,0.928440231
Node2Vec,128,16000,0.220706455,0.18593198,0.928318452
Node2Vec,128,16000,0.2217105,0.18663426,0.928103475
Node2Vec,256,1000,0.299043478,0.292455059,0.765525612
Node2Vec,256,1000,0.296957934,0.285927831,0.757511267
Node2Vec,256,1000,0.301010427,0.291101009,0.761104543
Node2Vec,256,1000,0.297617464,0.29079487,0.760074959
Node2Vec,256,1000,0.302827708,0.28990088,0.763080981
Node2Vec,256,1000,0.300668432,0.290691259,0.765206832
Node2Vec,256,1000,0.300681389,0.290753845,0.76613997
Node2Vec,256,1000,0.300932251,0.29034904,0.762763182
Node2Vec,256,1000,0.297502535,0.293394583,0.761416339
Node2Vec,256,1000,0.299828385,0.299084686,0.767782891
Node2Vec,256,2000,0.20344518,0.265538251,0.799690229
Node2Vec,256,2000,0.205113488,0.258068766,0.799134417
Node2Vec,256,2000,0.200963473,0.262212572,0.800237324
Node2Vec,256,2000,0.199773751,0.264450583,0.800981165
Node2Vec,256,2000,0.204094718,0.263535079,0.797681057
Node2Vec,256,2000,0.199439728,0.261524855,0.799497768
Node2Vec,256,2000,0.203473192,0.263794951,0.799939593
Node2Vec,256,2000,0.203342614,0.264939764,0.800056737
Node2Vec,256,2000,0.201383027,0.264840223,0.800464707
Node2Vec,256,2000,0.20221594,0.265989186,0.802470038
Node2Vec,256,4000,0.144775394,0.234896648,0.823420829
Node2Vec,256,4000,0.145008703,0.230709206,0.825052262
Node2Vec,256,4000,0.143261265,0.23879167,0.827357886
Node2Vec,256,4000,0.142400444,0.235854689,0.826808355
Node2Vec,256,4000,0.143716519,0.231387106,0.823146119
Node2Vec,256,4000,0.142183763,0.232858712,0.824139508
Node2Vec,256,4000,0.144367179,0.235108103,0.82574184
Node2Vec,256,4000,0.143953361,0.231901658,0.825596614
Node2Vec,256,4000,0.143418495,0.233722582,0.825444903
Node2Vec,256,4000,0.14516802,0.238473015,0.828573802
Node2Vec,256,8000,0.106774301,0.200304758,0.832284475
Node2Vec,256,8000,0.106379475,0.19842039,0.831449059
Node2Vec,256,8000,0.105546012,0.202749738,0.833597587
Node2Vec,256,8000,0.105083042,0.199678576,0.832840313
Node2Vec,256,8000,0.106502163,0.19782204,0.831796804
Node2Vec,256,8000,0.105023467,0.200213368,0.832878028
Node2Vec,256,8000,0.105852307,0.200580867,0.832520406
Node2Vec,256,8000,0.10550853,0.198255997,0.833140236
Node2Vec,256,8000,0.104984208,0.197244415,0.831724646
Node2Vec,256,8000,0.106230374,0.201706099,0.834650213
Node2Vec,256,16000,0.083157535,0.174464877,0.844284256
Node2Vec,256,16000,0.083464309,0.173706371,0.84400752
Node2Vec,256,16000,0.083005044,0.175997747,0.845529841
Node2Vec,256,16000,0.083243372,0.172968727,0.844490903
Node2Vec,256,16000,0.08315448,0.172119494,0.843219769
Node2Vec,256,16000,0.08252102,0.173372,0.844322853
Node2Vec,256,16000,0.083200736,0.17520479,0.843473028
Node2Vec,256,16000,0.083085319,0.172144811,0.84507369
Node2Vec,256,16000,0.083386498,0.173061114,0.843368007
Node2Vec,256,16000,0.083454774,0.174255515,0.845378126
